SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-27-2023,Single Family Residential,820 W Armour St,Seattle,WA,98119,1300000.0,3.0,2.0,Queen Anne,1900.0,3000.0,1910.0,,684.0,,Sold,,,https://www.redfin.com/WA/Seattle/820-W-Armour-St-98119/home/130580,NWMLS as Distributed by MLS Grid,2168350.0,N,Y,47.6452772,-122.3685354
PAST SALE,March-6-2023,Condo/Co-op,2253 Gilman Dr W #309,Seattle,WA,98119,519500.0,2.0,2.0,Queen Anne,1046.0,,1980.0,,497.0,706.0,Sold,,,https://www.redfin.com/WA/Seattle/2253-Gilman-Dr-W-98119/unit-309/home/38735,NWMLS as Distributed by MLS Grid,2028184.0,N,Y,47.6398141,-122.3746369
PAST SALE,June-14-2023,Single Family Residential,2818 4th Ave W,Seattle,WA,98119,1387000.0,3.0,4.0,Queen Anne,2290.0,4763.0,1986.0,,606.0,,Sold,,,https://www.redfin.com/WA/Seattle/2818-4th-Ave-W-98119/home/130746,NWMLS as Distributed by MLS Grid,2047397.0,N,Y,47.6455629,-122.3619349
PAST SALE,April-20-2023,Single Family Residential,1223 8th Ave W,Seattle,WA,98119,2195000.0,3.0,2.5,Queen Anne,2890.0,6000.0,1913.0,,760.0,,Sold,,,https://www.redfin.com/WA/Seattle/1223-8th-Ave-W-98119/home/132280,NWMLS as Distributed by MLS Grid,2039748.0,N,Y,47.6306657,-122.3681409
PAST SALE,June-6-2023,Condo/Co-op,2811 14th Ave W #101,Seattle,WA,98119,425000.0,1.0,1.0,Queen Anne,932.0,,1980.0,,456.0,425.0,Sold,,,https://www.redfin.com/WA/Seattle/2811-14th-Ave-W-98119/unit-101/home/62220,NWMLS as Distributed by MLS Grid,2056771.0,N,Y,47.6451739,-122.3752526
PAST SALE,February-14-2023,Single Family Residential,915 W Lee St,Seattle,WA,98119,955000.0,4.0,3.0,Queen Anne,3420.0,3100.0,1926.0,,279.0,,Sold,,,https://www.redfin.com/WA/Seattle/915-W-Lee-St-98119/home/135075,NWMLS as Distributed by MLS Grid,2029418.0,N,Y,47.6308252,-122.3701879
PAST SALE,August-15-2023,Single Family Residential,2527 7th Ave W,Seattle,WA,98119,1475000.0,3.0,3.0,Queen Anne,2760.0,5400.0,1956.0,,534.0,,Sold,,,https://www.redfin.com/WA/Seattle/2527-7th-Ave-W-98119/home/129774,NWMLS as Distributed by MLS Grid,2132016.0,N,Y,47.6414749,-122.3666071
PAST SALE,June-26-2023,Single Family Residential,525 W Kinnear Pl,Seattle,WA,98119,3533000.0,4.0,3.5,Queen Anne,3660.0,7000.0,1921.0,,965.0,,Sold,,,https://www.redfin.com/WA/Seattle/525-W-Kinnear-Pl-98119/home/133214,NWMLS as Distributed by MLS Grid,2071008.0,N,Y,47.6277486,-122.3643533
PAST SALE,,Condo/Co-op,500 W Roy St Unit W206,Seattle,WA,98119,634999.0,2.0,2.0,,1071.0,,1982.0,,593.0,,,,,https://www.redfin.com/WA/Seattle/500-W-Roy-St-98119/unit-W206/home/1078,,,N,Y,47.626056,-122.3634696
PAST SALE,June-20-2023,Condo/Co-op,2244 13th Ave W #310,Seattle,WA,98119,399000.0,1.0,1.0,Queen Anne,625.0,,1990.0,,638.0,537.0,Sold,,,https://www.redfin.com/WA/Seattle/2244-13th-Ave-W-98119/unit-310/home/48024,NWMLS as Distributed by MLS Grid,2068641.0,N,Y,47.6397039,-122.3733337
PAST SALE,February-23-2023,Condo/Co-op,666 W Olympic Pl #401,Seattle,WA,98119,832000.0,2.0,2.0,Queen Anne,1300.0,,1984.0,,640.0,893.0,Sold,,,https://www.redfin.com/WA/Seattle/666-W-Olympic-Pl-98119/unit-401/home/20911,NWMLS as Distributed by MLS Grid,2029944.0,N,Y,47.6282684,-122.366982
